Year,Name,Sex,Accuracy,Samples,Topic,Country,Continent,Column1,Column2
2020,Juan,male,98,106011,Microbiology,Spain,Europe,,
2019,Maduri,female,52,21,Microbiology,Sri Lanka,Asia,,
2018,Klas,male,97,522,Microbiology,Sweden,Europe,,
2019,Pikkei,female,75,4,Microbiology,Sweden,Europe,,
2019,Ievgeniia,female,97,32,Microbiology,Sweden,Europe,,
2019,Mahwash,female,95,22,Microbiology,Sweden,Europe,,
2020,Maliheh,female,98,81,Microbiology,Sweden,Europe,,
2020,Anastasiia,female,99,346,Microbiology,Sweden,Europe,,
2020,Ewert,male,87,30,Microbiology,Sweden,Europe,,
2020,Teresa,female,98,35574,Microbiology,Sweden,Europe,,
2020,Henrik,male,99,7063,Microbiology,Sweden,Europe,,
2020,Sofia,female,98,35763,Microbiology,Sweden,Europe,,
2020,John,male,99,219085,Microbiology,Sweden ,Europe,,
2018,Ana,female,97,141747,Microbiology,Switzerland,Europe,,
2018,Elena,female,98,74807,Microbiology,Switzerland,Europe,,
2018,Karthik,male,100,9118,Microbiology,Switzerland,Europe,,
2019,Alain,male,98,53597,Microbiology,Switzerland,Europe,,
2019,Guangyi,male,95,20,Microbiology,Switzerland,Europe,,
2019,,,,,Microbiology,Switzerland,Europe,,
2020,Sudip,male,99,1516,Microbiology,Switzerland,Europe,,
2020,Fanny,female,96,18896,Microbiology,Switzerland,Europe,,
2020,Pascal,male,98,53481,Microbiology,Switzerland,Europe,,
2020,Chiara,female,99,25764,Microbiology,Switzerland,Europe,,
2020,Melle,female,79,792,Microbiology,Switzerland,Europe,,
2018,Hsiang,male,74,74,Microbiology,Taiwan,Asia,,
2020,Fu,male,78,478,Microbiology,Taiwan,Asia,,
2018,Thanachai,male,99,79,Microbiology,Thailand,Asia,,
2020,Ekapot,male,75,4,Microbiology,Thailand,Asia,,
2018,Sergio,male,99,81526,Microbiology,The Netherlands,Europe,,
2019,Hamouda,male,96,1021,Microbiology,Tunisia,Africa,,
2018,Özlem,female,97,14275,Microbiology,Turkey,Asia,,
2017,Ramses,male,96,1064,Microbiology,UK,Europe,,
2017,Caitlin,female,99,5889,Microbiology,UK,Europe,,
2017,Philip,male,99,21773,Microbiology,UK,Europe,,
2017,Yuiko,female,90,29,Microbiology,UK,Europe,,
2017,Wan,male,65,3295,Microbiology,UK,Europe,,
2017,Sofia,female,98,35763,Microbiology,UK,Europe,,
2017,Irina,female,98,21136,Microbiology,UK,Europe,,
2017,Qi,male,63,557,Microbiology,UK,Europe,,
2017,Christopher,male,99,55041,Microbiology,UK,Europe,,
2017,Juan-Carlos,male,100,61,Microbiology,UK,Europe,,
2017,Arwyn,male,54,28,Microbiology,UK,Europe,,
2018,Jasmine,female,98,13433,Microbiology,UK,Europe,,
2018,Ayman,male,98,12857,Microbiology,UK,Europe,,
2018,Poppy,female,85,1457,Microbiology,UK,Europe,,
2018,Altar,male,95,121,Microbiology,UK,Europe,,
2018,Lucian,male,99,6068,Microbiology,UK,Europe,,
2018,Connor,male,99,6084,Microbiology,UK,Europe,,
2018,David,male,99,381770,Microbiology,UK,Europe,,
2018,Aimee,female,98,4602,Microbiology,UK,Europe,,
2018,Nitish,male,100,3020,Microbiology,UK,Europe,,
2018,Ellena,female,98,307,Microbiology,UK,Europe,,
2018,Katherine,female,99,15804,Microbiology,UK,Europe,,
2019,David,male,99,381770,Microbiology,UK,Europe,,
2019,Marion,female,95,26832,Microbiology,UK,Europe,,
2019,Chiamaka,female,96,342,Microbiology,UK,Europe,,
2019,Marília,female,98,745,Microbiology,UK,Europe,,
2019,Bowen,male,87,282,Microbiology,UK,Europe,,
2019,Constantina,female,96,190,Microbiology,UK,Europe,,
2019,Philip,male,99,21773,Microbiology,UK,Europe,,
2019,Adrian,male,98,56140,Microbiology,UK,Europe,,
2019,Rebecca,female,99,35211,Microbiology,UK,Europe,,
2019,Leonor,female,96,2820,Microbiology,UK,Europe,,
2019,Nicole,female,98,65299,Microbiology,UK,Europe,,
2019,Alison,female,93,14178,Microbiology,UK,Europe,,
2020,Anabel,female,99,7285,Microbiology,UK,Europe,,
2020,Mailis,female,91,66,Microbiology,UK,Europe,,
2020,Daniel,male,99,257742,Microbiology,UK,Europe,,
2020,Jyoti,female,88,4566,Microbiology,UK,Europe,,
2020,Audam,male,100,5,Microbiology,UK,Europe,,
2020,Alex,male,92,247706,Microbiology,UK,Europe,,
2020,Niluka,female,69,88,Microbiology,UK,Europe,,
2020,Louisa,female,96,2927,Microbiology,UK,Europe,,
2020,Sarah,female,98,127402,Microbiology,UK,Europe,,
2020,Alexander,male,99,56237,Microbiology,UK,Europe,,
2020,Kamolrat,female,97,29,Microbiology,UK,Europe,,
2020,Nazreen,female,76,124,Microbiology,UK,Europe,,
2020,Thomas,male,99,129177,Microbiology,UK,Europe,,
2020,Aaron,male,99,36714,Microbiology,UK,Europe,,
2020,V.,male,67,354,Microbiology,UK,Europe,,
2020,Md,male,97,11102,Microbiology,UK,Europe,,
2020,Jaime,male,90,24921,Microbiology,UK,Europe,,
2020,Rachel,female,98,41104,Microbiology,UK,Europe,,
2020,David,male,99,381770,Microbiology,UK,Europe,,
2020,Ching,female,62,807,Microbiology,UK,Europe,,
2020,Alicia,female,98,29319,Microbiology,UK,Europe,,
2020,Morwan,male,93,27,Microbiology,UK,Europe,,
2020,Alasdair,male,100,358,Microbiology,UK,Europe,,
2020,Edward,male,99,24073,Microbiology,UK,Europe,,
2020,Sophie,female,98,54216,Microbiology,UK,Europe,,
2020,Lynda,female,98,6276,Microbiology,UK,Europe,,
2020,Alexander,male,99,56237,Microbiology,UK,Europe,,
2020,Yingxue,female,82,11,Microbiology,UK,Europe,,
2020,Jiandong,male,100,9,Microbiology,UK,Europe,,
2020,P.,male,71,747,Microbiology,UK,Europe,,
2018,Tristan,male,97,7725,Microbiology,UK ,Europe,,
2017,Artur,male,99,24643,Microbiology,Ukraine,Europe,,
2020,Cecilia,female,98,18089,Microbiology,Uruguay,South America,,
2017,Sardar,male,98,1065,Microbiology,USA,North America,,
2017,Ning-Ning,female,100,3,Microbiology,USA,North America,,
2017,Haochen,male,100,22,Microbiology,USA,North America,,
2017,Catherine,female,98,41180,Microbiology,USA,North America,,
2017,Anna,female,98,184558,Microbiology,USA,North America,,
2017,Kevin,male,99,140160,Microbiology,USA,North America,,
2017,Ting,female,68,1693,Microbiology,USA,North America,,
2017,Triana,female,94,559,Microbiology,USA,North America,,
2017,Nicolaus,male,98,126,Microbiology,USA,North America,,
2017,Daniel,male,99,257742,Microbiology,USA,North America,,
2017,William,male,99,67797,Microbiology,USA,North America,,
2017,Jie,male,61,1651,Microbiology,USA,North America,,
2017,Arielle,female,100,20126,Microbiology,USA,North America,,
2017,Nicholas,male,100,21206,Microbiology,USA,North America,,
2017,Chitong,male,75,4,Microbiology,USA,North America,,
2017,Christoph,male,99,9324,Microbiology,USA,North America,,
2017,Michael,male,99,211741,Microbiology,USA,North America,,
2017,Brittany,female,99,13027,Microbiology,USA,North America,,
2017,Adrian,male,98,56140,Microbiology,USA,North America,,
2017,Claire,female,98,32304,Microbiology,USA,North America,,
2017,Marc,male,99,77461,Microbiology,USA,North America,,
2017,Sujit,male,99,2207,Microbiology,USA,North America,,
2017,Benjamin,male,99,50718,Microbiology,USA,North America,,
2017,Victoria,female,98,33384,Microbiology,USA,North America,,
2018,Justyna,female,98,18731,Microbiology,USA,North America,,
2018,Gargi,female,95,494,Microbiology,USA,North America,,
2018,Joseph,male,99,63161,Microbiology,USA,North America,,
2018,Keersten,female,75,4,Microbiology,USA,North America,,
2018,Bitan,male,99,67,Microbiology,USA,North America,,
2018,Raphaël,male,99,2546,Microbiology,USA,North America,,
2018,Joshua,male,100,35201,Microbiology,USA,North America,,
2018,Blake,male,96,5952,Microbiology,USA,North America,,
2018,Nisha,female,97,4579,Microbiology,USA,North America,,
2018,Thomas,male,99,129177,Microbiology,USA,North America,,
2018,Jill,female,97,10158,Microbiology,USA,North America,,
2018,Michael,male,99,211741,Microbiology,USA,North America,,
2018,Barry,male,98,13520,Microbiology,USA,North America,,
2018,Ming-Yueh,male,77,2711,Microbiology,USA,North America,,
2018,Blaire,female,90,165,Microbiology,USA,North America,,
2018,Maude,female,96,1128,Microbiology,USA,North America,,
2018,Jesse,male,93,16259,Microbiology,USA,North America,,
2018,Lindsey,female,97,8007,Microbiology,USA,North America,,
2018,David,male,99,381770,Microbiology,USA,North America,,
2018,Paula,female,98,51503,Microbiology,USA,North America,,
2018,Ed,male,98,12795,Microbiology,USA,North America,,
2018,Mohammed,male,99,70885,Microbiology,USA,North America,,
2018,Nathan,male,99,29365,Microbiology,USA,North America,,
2018,Daan,male,91,2255,Microbiology,USA,North America,,
2018,Matthew,male,100,51412,Microbiology,USA,North America,,
2018,Josh,male,99,33942,Microbiology,USA,North America,,
2018,Sudeep,male,99,1380,Microbiology,USA,North America,,
2018,Heather,female,99,26287,Microbiology,USA,North America,,
2018,Jabari,male,100,1628,Microbiology,USA,North America,,
2018,Andres,male,98,33708,Microbiology,USA,North America,,
2018,Logan,male,92,6655,Microbiology,USA,North America,,
2018,Willie,male,93,4063,Microbiology,USA,North America,,
2018,Caleb,male,100,6757,Microbiology,USA,North America,,
2018,Irina,female,98,21136,Microbiology,USA,North America,,
2018,Matthew,male,100,51412,Microbiology,USA,North America,,
2018,Samuel,male,99,59149,Microbiology,USA,North America,,
2018,Amy,female,98,42632,Microbiology,USA,North America,,
2018,Michael,male,99,211741,Microbiology,USA,North America,,
2018,Kevin,male,99,140160,Microbiology,USA,North America,,
2018,Sabah,female,74,2577,Microbiology,USA,North America,,
2018,Kamil,male,98,35090,Microbiology,USA,North America,,
2018,Christina,female,94,36391,Microbiology,USA,North America,,
2018,Eden,female,81,6343,Microbiology,USA,North America,,
2018,Cristina,female,98,70974,Microbiology,USA,North America,,
2018,Deepti,female,98,1449,Microbiology,USA,North America,,
2018,Patricia,female,98,88761,Microbiology,USA,North America,,
2018,Malhar,male,99,126,Microbiology,USA,North America,,
2018,Shilah,female,88,24,Microbiology,USA,North America,,
2018,Charles,male,98,52754,Microbiology,USA,North America,,
2018,Yu,male,63,3415,Microbiology,USA,North America,,
2018,Justin,male,98,43826,Microbiology,USA,North America,,
2018,Gabriela,female,98,35737,Microbiology,USA,North America,,
2018,Marcin,male,99,47207,Microbiology,USA,North America,,
2018,Aaron,male,99,36714,Microbiology,USA,North America,,
2018,Joshua,male,100,35201,Microbiology,USA,North America,,
2018,Ning-Ning,female,100,3,Microbiology,USA,North America,,
2018,Xiaoli,female,83,126,Microbiology,USA,North America,,
2018,Kyle,male,98,25335,Microbiology,USA,North America,,
2018,Chiranjit,male,100,329,Microbiology,USA,North America,,
2018,Serena,female,98,17022,Microbiology,USA,North America,,
2018,Diego,male,99,67382,Microbiology,USA,North America,,
2018,Kathleen,female,99,10967,Microbiology,USA,North America,,
2018,Laura,female,98,163073,Microbiology,USA,North America,,
2018,Zhaoyang,male,99,101,Microbiology,USA,North America,,
2018,Matthew,male,100,51412,Microbiology,USA,North America,,
2018,Anna,female,98,184558,Microbiology,USA,North America,,
2018,Brett,male,98,9518,Microbiology,USA,North America,,
2018,Melanie,female,98,35986,Microbiology,USA,North America,,
2018,Andrew,male,99,82448,Microbiology,USA,North America,,
2018,Bing,male,63,1057,Microbiology,USA,North America,,
2018,Rilee,female,83,24,Microbiology,USA,North America,,
2018,Sanjiv,male,100,1006,Microbiology,USA,North America,,
2018,Shyra,female,95,73,Microbiology,USA,North America,,
2018,James,male,99,131879,Microbiology,USA,North America,,
2018,Gleb,male,100,925,Microbiology,USA,North America,,
2018,Alline,female,98,366,Microbiology,USA,North America,,
2018,Joshua,male,100,35201,Microbiology,USA,North America,,
2018,Kayley,female,100,4387,Microbiology,USA,North America,,
2018,Brandon,male,100,29118,Microbiology,USA,North America,,
2018,Kwangcheol,male,100,4,Microbiology,USA,North America,,
2018,Allison,female,95,11270,Microbiology,USA,North America,,
2018,Francisco,male,99,62346,Microbiology,USA,North America,,
2018,Dan,male,97,61524,Microbiology,USA,North America,,
2018,Mehdi,male,98,39434,Microbiology,USA,North America,,
2018,Lindsay,female,94,10143,Microbiology,USA,North America,,
2018,Charmaine,female,99,5318,Microbiology,USA,North America,,
2018,Johannes,male,99,7870,Microbiology,USA,North America,,
2018,Justin,male,98,43826,Microbiology,USA,North America,,
2018,Yu-Cheng,male,95,19,Microbiology,USA,North America,,
2018,Angus,male,96,1761,Microbiology,USA,North America,,
2018,Gavin,male,99,7644,Microbiology,USA,North America,,
2018,Spyridon,male,96,80,Microbiology,USA,North America,,
2018,Disha,female,92,1087,Microbiology,USA,North America,,
2018,Alejandro,male,99,45618,Microbiology,USA,North America,,
2018,Gabriel,male,99,59297,Microbiology,USA,North America,,
2018,Lisa,female,98,75562,Microbiology,USA,North America,,
2018,Debnath,male,96,47,Microbiology,USA,North America,,
2018,Gina,female,98,18022,Microbiology,USA,North America,,
2018,Derek,male,99,15838,Microbiology,USA,North America,,
2018,Jordan,male,88,35943,Microbiology,USA,North America,,
2018,Erin,female,96,16296,Microbiology,USA,North America,,
2019,Patrick,male,99,118290,Microbiology,USA,North America,,
2019,Radwa,female,98,447,Microbiology,USA,North America,,
2019,Scott,male,100,48262,Microbiology,USA,North America,,
2019,Tyler,male,97,19321,Microbiology,USA,North America,,
2019,Aretha,female,98,252,Microbiology,USA,North America,,
2019,Daniel,male,99,257742,Microbiology,USA,North America,,
2019,Katherine,female,99,15804,Microbiology,USA,North America,,
2019,Drishti,female,90,164,Microbiology,USA,North America,,
2019,Nathan,male,99,29365,Microbiology,USA,North America,,
2019,Arijit,male,100,1290,Microbiology,USA,North America,,
2019,Zachary,male,100,7365,Microbiology,USA,North America,,
2019,Rohan,male,100,13393,Microbiology,USA,North America,,
2019,Brian,male,99,69588,Microbiology,USA,North America,,
2019,Yanbao,male,75,4,Microbiology,USA,North America,,
2019,,,,,Microbiology,USA,North America,,
2019,Allen,male,96,10293,Microbiology,USA,North America,,
2019,Erik,male,96,31753,Microbiology,USA,North America,,
2019,Julia,female,97,57688,Microbiology,USA,North America,,
2019,Giuseppe,male,99,72416,Microbiology,USA,North America,,
2019,Yu-Min,male,60,10,Microbiology,USA,North America,,
2019,Yusuke,male,99,1232,Microbiology,USA,North America,,
2019,Jose,male,97,148383,Microbiology,USA,North America,,
2019,Maria,female,97,245074,Microbiology,USA,North America,,
2019,Zanetta,female,90,31,Microbiology,USA,North America,,
2019,Jiarong,male,69,13,Microbiology,USA,North America,,
2019,Bryan,male,99,27027,Microbiology,USA,North America,,
2019,Jenai,female,93,45,Microbiology,USA,North America,,
2019,Salman,male,99,11445,Microbiology,USA,North America,,
2019,Clifford,male,100,10228,Microbiology,USA,North America,,
2019,Liwen,female,62,98,Microbiology,USA,North America,,
2019,Marc,male,99,77461,Microbiology,USA,North America,,
2019,Taylor,female,55,14147,Microbiology,USA,North America,,
2019,John,male,99,219085,Microbiology,USA,North America,,
2019,Zhuo,male,75,118,Microbiology,USA,North America,,
2019,Cristina,female,98,70974,Microbiology,USA,North America,,
2019,Kennda,female,75,4,Microbiology,USA,North America,,
2019,Shuaizhi,male,100,3,Microbiology,USA,North America,,
2019,Jie,male,61,1651,Microbiology,USA,North America,,
2019,Valerie,female,97,29112,Microbiology,USA,North America,,
2019,Derek,male,99,15838,Microbiology,USA,North America,,
2019,Maria,female,97,245074,Microbiology,USA,North America,,
2019,Sreejata,female,75,4,Microbiology,USA,North America,,
2019,Tao,male,87,1999,Microbiology,USA,North America,,
2019,Matthew,male,100,51412,Microbiology,USA,North America,,
2019,Vanja,female,69,1240,Microbiology,USA,North America,,
2019,Tess,female,99,7575,Microbiology,USA,North America,,
2019,Morgan,male,63,16254,Microbiology,USA,North America,,
2019,Nathaniel,male,99,4766,Microbiology,USA,North America,,
2019,Geetha,female,96,1301,Microbiology,USA,North America,,
2019,Hillary,female,68,2668,Microbiology,USA,North America,,
2019,Valerie,female,97,29112,Microbiology,USA,North America,,
2019,Kathryn,female,99,6915,Microbiology,USA,North America,,
2019,Katherine,female,99,15804,Microbiology,USA,North America,,
2019,Ina,female,96,6756,Microbiology,USA,North America,,
2019,Gabriel,male,99,59297,Microbiology,USA,North America,,
2019,Roxana,female,99,10480,Microbiology,USA,North America,,
2019,Olga,female,98,42388,Microbiology,USA,North America,,
2019,Mitchell,male,97,4895,Microbiology,USA,North America,,
2019,Shraddha,female,98,1651,Microbiology,USA,North America,,
2019,Iliyana,female,97,70,Microbiology,USA,North America,,
2019,Dhritiman,male,99,77,Microbiology,USA,North America,,
2019,Emma,female,91,44680,Microbiology,USA,North America,,
2019,Benjamin,male,99,50718,Microbiology,USA,North America,,
2019,Peter,male,99,146529,Microbiology,USA,North America,,
2019,Scott,male,100,48262,Microbiology,USA,North America,,
2019,Ashish,male,100,22300,Microbiology,USA,North America,,
2019,Chafen,female,100,777,Microbiology,USA,North America,,
2019,Kousik,male,100,235,Microbiology,USA,North America,,
2019,William,male,99,67797,Microbiology,USA,North America,,
2019,Nicolas,male,99,79977,Microbiology,USA,North America,,
2019,Max,male,98,69969,Microbiology,USA,North America,,
2019,Brindar,male,92,157,Microbiology,USA,North America,,
2019,Keara,female,96,131,Microbiology,USA,North America,,
2019,Kevin,male,99,140160,Microbiology,USA,North America,,
2019,Yeyan,male,100,3,Microbiology,USA,North America,,
2019,Dishari,female,77,13,Microbiology,USA,North America,,
2019,Alexandra,female,98,53680,Microbiology,USA,North America,,
2019,Ali,male,94,240857,Microbiology,USA,North America,,
2019,Norma,female,98,6709,Microbiology,USA,North America,,
2019,Dominic,male,98,9763,Microbiology,USA,North America,,
2019,Monica,female,98,56741,Microbiology,USA,North America,,
2019,Asma,female,97,8881,Microbiology,USA,North America,,
2019,Julie,female,98,72376,Microbiology,USA,North America,,
2019,Kent,male,98,5723,Microbiology,USA,North America,,
2019,Catherine,female,98,41180,Microbiology,USA,North America,,
2019,James,male,99,131879,Microbiology,USA,North America,,
2019,Alejandro,male,99,45618,Microbiology,USA,North America,,
2019,Rachel,female,98,41104,Microbiology,USA,North America,,
2019,Christine,female,98,55857,Microbiology,USA,North America,,
2019,Aisha,female,99,10484,Microbiology,USA,North America,,
2019,Jacob,male,99,25605,Microbiology,USA,North America,,
2019,Casey,male,58,8670,Microbiology,USA,North America,,
2020,Hannah,female,99,20781,Microbiology,USA,North America,,
2020,S.,male,64,1577,Microbiology,USA,North America,,
2020,A.,male,71,2092,Microbiology,USA,North America,,
2020,Patrick,male,99,118290,Microbiology,USA,North America,,
2020,,,,,Microbiology,USA,North America,,
2020,Olivia,female,97,18705,Microbiology,USA,North America,,
2020,Elijah,male,98,3651,Microbiology,USA,North America,,
2020,Leonor,female,96,2820,Microbiology,USA,North America,,
2020,Joshua,male,100,35201,Microbiology,USA,North America,,
2020,Lucas,male,99,50557,Microbiology,USA,North America,,
2020,Kaitlin,female,99,1783,Microbiology,USA,North America,,
2020,Rachael,female,98,6410,Microbiology,USA,North America,,
2020,Clifton,male,100,5747,Microbiology,USA,North America,,
2020,Roxana,female,99,10480,Microbiology,USA,North America,,
2020,Jared,male,99,9279,Microbiology,USA,North America,,
2020,Fanny,female,96,18896,Microbiology,USA,North America,,
2020,Bolutife,male,57,14,Microbiology,USA,North America,,
2020,Delphine,female,98,19427,Microbiology,USA,North America,,
2020,Nicholas,male,100,21206,Microbiology,USA,North America,,
2020,Christopher,male,99,55041,Microbiology,USA,North America,,
2020,Jana,female,98,74581,Microbiology,USA,North America,,
2020,Claire,female,98,32304,Microbiology,USA,North America,,
2020,Amber,female,97,17754,Microbiology,USA,North America,,
2020,Brayon,male,65,17,Microbiology,USA,North America,,
2020,Gregory,male,99,21213,Microbiology,USA,North America,,
2020,Asha,female,96,5386,Microbiology,USA,North America,,
2020,Uddhav,male,99,145,Microbiology,USA,North America,,
2020,Yunjie,male,57,23,Microbiology,USA,North America,,
2020,Jacob,male,99,25605,Microbiology,USA,North America,,
2020,Josh,male,99,33942,Microbiology,USA,North America,,
2020,Justin,male,98,43826,Microbiology,USA,North America,,
2020,Amy,female,98,42632,Microbiology,USA,North America,,
2020,Shawn,male,93,15227,Microbiology,USA,North America,,
2020,Isabelle,female,99,85994,Microbiology,USA,North America,,
2020,Patrick,male,99,118290,Microbiology,USA,North America,,
2020,Lokender,male,100,53,Microbiology,USA,North America,,
2020,Lorena,female,98,26352,Microbiology,USA,North America,,
2020,Christine,female,98,55857,Microbiology,USA,North America,,
2020,Paula,female,98,51503,Microbiology,USA,North America,,
2020,Christopher,male,99,55041,Microbiology,USA,North America,,
2020,David,male,99,381770,Microbiology,USA,North America,,
2020,David,male,99,381770,Microbiology,USA,North America,,
2020,Gina,female,98,18022,Microbiology,USA,North America,,
2020,K.,male,61,1007,Microbiology,USA,North America,,
2020,J.,male,82,2236,Microbiology,USA,North America,,
2020,Christopher,male,99,55041,Microbiology,USA,North America,,
2020,Reetika,female,97,119,Microbiology,USA,North America,,
2020,Liujiang,male,75,4,Microbiology,USA,North America,,
2020,Ryan,male,99,64450,Microbiology,USA,North America,,
2020,Henri,male,98,10374,Microbiology,USA,North America,,
2020,Bradley,male,99,6719,Microbiology,USA,North America,,
2020,Alan,male,99,44635,Microbiology,USA,North America,,
2020,Nnenna,female,97,244,Microbiology,USA,North America,,
2020,Mai,female,87,11932,Microbiology,USA,North America,,
2020,Laura,female,98,163073,Microbiology,USA,North America,,
2020,May,female,91,11741,Microbiology,USA,North America,,
2020,Sm,male,80,989,Microbiology,USA,North America,,
2020,Anushila,female,100,6,Microbiology,USA,North America,,
2020,Lucy,female,98,20520,Microbiology,USA,North America,,
2020,A.,male,71,2092,Microbiology,USA,North America,,
2020,Rajesh,male,100,25751,Microbiology,USA,North America,,
2020,Radames,male,99,136,Microbiology,USA,North America,,
2020,Hanan,female,92,7278,Microbiology,USA,North America,,
2020,Karina,female,98,22685,Microbiology,USA,North America,,
2020,Sven-Ulrik,male,99,19915,Microbiology,USA,North America,,
2020,Nadia,female,98,44698,Microbiology,USA,North America,,
2020,Lauren,female,97,25933,Microbiology,USA,North America,,
2020,Greyson,male,100,9108,Microbiology,USA,North America,,
2020,Spencer,male,97,5490,Microbiology,USA,North America,,
2020,Eric,male,99,121922,Microbiology,USA,North America,,
2020,Margaret,female,98,12383,Microbiology,USA,North America,,
2020,Mahmoud,male,99,28520,Microbiology,USA,North America,,
2020,Akanksha,female,99,1854,Microbiology,USA,North America,,
2020,Stephen,male,99,46085,Microbiology,USA,North America,,
2020,Eva,female,98,79421,Microbiology,USA,North America,,
2020,Annie,female,98,24785,Microbiology,USA,North America,,
2020,Madhan,male,99,897,Microbiology,USA,North America,,
2020,Alexandra,female,98,53680,Microbiology,USA,North America,,
2020,Diego,male,99,67382,Microbiology,USA,North America,,
2020,Jun,male,88,6829,Microbiology,USA,North America,,
2020,Christopher,male,99,55041,Microbiology,USA,North America,,
2020,Alberto,male,99,73988,Microbiology,USA,North America,,
2020,Lei,male,59,2374,Microbiology,USA,North America,,
2020,David,male,99,381770,Microbiology,USA,North America,,
2020,Matthew,male,100,51412,Microbiology,USA,North America,,
2020,Ameya,male,95,596,Microbiology,USA,North America,,
2020,Anand,male,100,13788,Microbiology,USA,North America,,
2020,Jan,male,92,104026,Microbiology,USA,North America,,
2020,Irina,female,98,21136,Microbiology,USA,North America,,
2020,Nick,male,98,55264,Microbiology,USA,North America,,
2020,Eisha,female,100,83,Microbiology,USA,North America,,
2020,Xiaoqin,female,83,42,Microbiology,USA,North America,,
2020,Daniel,male,99,257742,Microbiology,USA,North America,,
2020,Regina,female,98,16439,Microbiology,USA,North America,,
2020,Brian,male,99,69588,Microbiology,USA,North America,,
2020,Abdullah,male,98,45635,Microbiology,USA,North America,,
2020,Sean,male,99,37072,Microbiology,USA,North America,,
2020,Judy,female,97,10437,Microbiology,USA,North America,,
2020,Yara,female,96,3789,Microbiology,USA,North America,,
2020,Timra,female,100,6,Microbiology,USA,North America,,
2020,Norhan,female,95,349,Microbiology,USA,North America,,
2020,Alex,male,92,247706,Microbiology,USA,North America,,
2020,Glenn,male,98,9914,Microbiology,USA,North America,,
2020,Alon,male,96,825,Microbiology,USA,North America,,
2020,Shruti,female,99,3562,Microbiology,USA,North America,,
2020,A.,male,71,2092,Microbiology,USA,North America,,
2020,Per,male,97,5508,Microbiology,USA,North America,,
2020,Cole,male,93,3387,Microbiology,USA,North America,,
2020,Antonio,male,99,180825,Microbiology,USA,North America,,
2020,M.,male,73,3216,Microbiology,USA,North America,,
2020,Abigail,female,98,7631,Microbiology,USA,North America,,
2020,Ayal,male,89,76,Microbiology,USA,North America,,
2020,James,male,99,131879,Microbiology,USA,North America,,
2020,Courtney,female,92,11331,Microbiology,USA,North America,,
2020,Elizabeth,female,99,44677,Microbiology,USA,North America,,
2020,Monir,male,94,1868,Microbiology,USA,North America,,
2020,Courtney,female,92,11331,Microbiology,USA,North America,,
2020,Alexander,male,99,56237,Microbiology,USA,North America,,
2020,Catherine,female,98,41180,Microbiology,USA,North America,,
2020,Neeltje,female,96,75,Microbiology,USA,North America,,
2020,Supriya,female,90,2123,Microbiology,USA,North America,,
2020,Ragul,male,99,251,Microbiology,USA,North America,,
2020,Scott,male,100,48262,Microbiology,USA,North America,,
2020,Atreyee,female,100,54,Microbiology,USA,North America,,
2020,Hao,male,84,2105,Microbiology,USA,North America,,
2020,Emily,female,98,36641,Microbiology,USA,North America,,
2020,Elizabeth,female,99,44677,Microbiology,USA,North America,,
2020,Neal,male,99,2785,Microbiology,USA,North America,,
2020,Kenneth,male,99,20555,Microbiology,USA,North America,,
2020,Meghan,female,99,4390,Microbiology,USA,North America,,
2020,Kari,female,68,6088,Microbiology,USA,North America,,
2020,Yuling,female,89,57,Microbiology,USA,North America,,
2020,Izabela,female,98,7770,Microbiology,USA,North America,,
2020,Sijia,female,85,52,Microbiology,USA,North America,,
2020,Xiaohua,male,53,64,Microbiology,USA,North America,,
2020,Shufeng,male,79,19,Microbiology,USA,North America,,
2019,Julie,female,98,72376,Microbiology,USA ,North America,,
